SpatialDim,ParentLocation,TimeDim,Dim1,NumericValue,Date,Country
ARM,Europe,2014,SEX_BTSX,4.720765733,2025-01-28T14:13:24.673+01:00,Armenia
GRC,Europe,2019,SEX_BTSX,3.858820066,2025-01-28T14:13:24.673+01:00,Greece
ARM,Europe,2019,SEX_FMLE,0.39768725,2025-01-28T14:13:24.673+01:00,Armenia
BOL,Americas,2004,SEX_FMLE,5.170455978,2025-01-28T14:13:24.673+01:00,Bolivia
LSO,Africa,2012,SEX_MLE,40.4532072,2025-01-28T14:13:24.673+01:00,Lesotho
KIR,Western Pacific,2009,SEX_FMLE,6.368859181,2025-01-28T14:13:24.673+01:00,Kiribati
MAR,Eastern Mediterranean,2003,SEX_FMLE,4.647055912,2025-01-28T14:13:24.673+01:00,Morocco
LAO,Western Pacific,2010,SEX_MLE,8.366436187,2025-01-28T14:13:24.673+01:00,Laos
UGA,Africa,2008,SEX_BTSX,11.9780473,2025-01-28T14:13:24.673+01:00,Uganda
THA,South-East Asia,2021,SEX_MLE,26.18871994,2025-01-28T14:13:24.673+01:00,Thailand
AFR,,2008,SEX_BTSX,11.41170194,2025-01-28T14:13:24.673+01:00,not found
KIR,Western Pacific,2000,SEX_FMLE,6.52145342,2025-01-28T14:13:24.673+01:00,Kiribati
LBR,Africa,2015,SEX_MLE,12.84464266,2025-01-28T14:13:24.673+01:00,Liberia
KAZ,Europe,2013,SEX_MLE,43.63231554,2025-01-28T14:13:24.673+01:00,Kazakhstan
BLZ,Americas,2003,SEX_FMLE,2.259739627,2025-01-28T14:13:24.673+01:00,Belize
LAO,Western Pacific,2003,SEX_MLE,9.490357019,2025-01-28T14:13:24.673+01:00,Laos
POL,Europe,2001,SEX_FMLE,4.055829347,2025-01-28T14:13:24.673+01:00,Poland
TTO,Americas,2020,SEX_BTSX,12.34117845,2025-01-28T14:13:24.673+01:00,Trinidad and Tobago
KWT,Eastern Mediterranean,2002,SEX_BTSX,4.467581809,2025-01-28T14:13:24.673+01:00,Kuwait
PRK,South-East Asia,2008,SEX_MLE,10.32829874,2025-01-28T14:13:24.673+01:00,North Korea
EMR,,2019,SEX_FMLE,2.485738099,2025-01-28T14:13:24.673+01:00,not found
TUN,Eastern Mediterranean,2000,SEX_FMLE,2.235029475,2025-01-28T14:13:24.673+01:00,Tunisia
TGO,Africa,2001,SEX_BTSX,15.15804046,2025-01-28T14:13:24.673+01:00,Togo
MNE,Europe,2003,SEX_FMLE,6.885764486,2025-01-28T14:13:24.673+01:00,Montenegro
TUR,Europe,2006,SEX_BTSX,2.928870594,2025-01-28T14:13:24.673+01:00,Türkiye
ZWE,Africa,2009,SEX_MLE,29.53923197,2025-01-28T14:13:24.673+01:00,Zimbabwe
SLE,Africa,2002,SEX_FMLE,5.556287841,2025-01-28T14:13:24.673+01:00,Sierra Leone
WSM,Western Pacific,2018,SEX_BTSX,15.12322467,2025-01-28T14:13:24.673+01:00,Samoa
ZAF,Africa,2013,SEX_FMLE,9.619290249,2025-01-28T14:13:24.673+01:00,South Africa
KWT,Eastern Mediterranean,2003,SEX_BTSX,3.924241441,2025-01-28T14:13:24.673+01:00,Kuwait
MNE,Europe,2010,SEX_MLE,18.86028995,2025-01-28T14:13:24.673+01:00,Montenegro
AFR,,2003,SEX_MLE,18.98804366,2025-01-28T14:13:24.673+01:00,not found
GNQ,Africa,2015,SEX_FMLE,4.944337898,2025-01-28T14:13:24.673+01:00,Equatorial Guinea
AZE,Europe,2001,SEX_FMLE,1.412127063,2025-01-28T14:13:24.673+01:00,Azerbaijan
PRY,Americas,2020,SEX_MLE,9.235732795,2025-01-28T14:13:24.673+01:00,Paraguay
COM,Africa,2017,SEX_MLE,12.28014162,2025-01-28T14:13:24.673+01:00,Comoros
LCA,Americas,2007,SEX_MLE,12.60888799,2025-01-28T14:13:24.673+01:00,St. Lucia
GNB,Africa,2014,SEX_MLE,19.41695386,2025-01-28T14:13:24.673+01:00,Guinea-Bissau
BEL,Europe,2018,SEX_FMLE,8.181273426,2025-01-28T14:13:24.673+01:00,Belgium
MDG,Africa,2015,SEX_FMLE,5.487147246,2025-01-28T14:13:24.673+01:00,Madagascar
NZL,Western Pacific,2002,SEX_FMLE,5.982380898,2025-01-28T14:13:24.673+01:00,New Zealand
MUS,Africa,2019,SEX_FMLE,2.413610664,2025-01-28T14:13:24.673+01:00,Mauritius
PAK,Eastern Mediterranean,2009,SEX_MLE,11.80143598,2025-01-28T14:13:24.673+01:00,Pakistan
TTO,Americas,2014,SEX_BTSX,10.63063563,2025-01-28T14:13:24.673+01:00,Trinidad and Tobago
FRA,Europe,2018,SEX_BTSX,10.85172139,2025-01-28T14:13:24.673+01:00,France
JAM,Americas,2016,SEX_BTSX,1.642825292,2025-01-28T14:13:24.673+01:00,Jamaica
BLR,Europe,2012,SEX_BTSX,23.61483541,2025-01-28T14:13:24.673+01:00,Belarus
GBR,Europe,2003,SEX_BTSX,7.122839302,2025-01-28T14:13:24.673+01:00,United Kingdom
SYR,Eastern Mediterranean,2005,SEX_BTSX,0.917002075,2025-01-28T14:13:24.673+01:00,Syria
KAZ,Europe,2009,SEX_MLE,49.87338547,2025-01-28T14:13:24.673+01:00,Kazakhstan
MAR,Eastern Mediterranean,2009,SEX_MLE,4.545157475,2025-01-28T14:13:24.673+01:00,Morocco
BTN,South-East Asia,2015,SEX_BTSX,5.763488464,2025-01-28T14:13:24.673+01:00,Bhutan
IND,South-East Asia,2007,SEX_FMLE,14.7714587,2025-01-28T14:13:24.673+01:00,India
LBN,Eastern Mediterranean,2013,SEX_FMLE,0.651281351,2025-01-28T14:13:24.673+01:00,Lebanon
UZB,Europe,2013,SEX_MLE,16.42121039,2025-01-28T14:13:24.673+01:00,Uzbekistan
BTN,South-East Asia,2021,SEX_BTSX,5.09466773,2025-01-28T14:13:24.673+01:00,Bhutan
BHR,Eastern Mediterranean,2002,SEX_MLE,14.56296552,2025-01-28T14:13:24.673+01:00,Bahrain
ALB,Europe,2021,SEX_FMLE,1.742901348,2025-01-28T14:13:24.673+01:00,Albania
BEN,Africa,2015,SEX_MLE,20.57600291,2025-01-28T14:13:24.673+01:00,Benin
MDA,Europe,2009,SEX_BTSX,18.47420556,2025-01-28T14:13:24.673+01:00,Moldova
SLE,Africa,2021,SEX_FMLE,6.869400332,2025-01-28T14:13:24.673+01:00,Sierra Leone
GEO,Europe,2019,SEX_BTSX,6.365296022,2025-01-28T14:13:24.673+01:00,Georgia
GEO,Europe,2021,SEX_MLE,8.859046068,2025-01-28T14:13:24.673+01:00,Georgia
ITA,Europe,2007,SEX_FMLE,2.170371033,2025-01-28T14:13:24.673+01:00,Italy
GMB,Africa,2021,SEX_FMLE,5.417064861,2025-01-28T14:13:24.673+01:00,Gambia
SGP,Western Pacific,2003,SEX_MLE,14.42840932,2025-01-28T14:13:24.673+01:00,Singapore
MDA,Europe,2007,SEX_FMLE,4.661396292,2025-01-28T14:13:24.673+01:00,Moldova
MEX,Americas,2019,SEX_BTSX,6.107129601,2025-01-28T14:13:24.673+01:00,Mexico
DOM,Americas,2018,SEX_FMLE,2.039774805,2025-01-28T14:13:24.673+01:00,Dominican Republic
PRT,Europe,2020,SEX_BTSX,7.642664385,2025-01-28T14:13:24.673+01:00,Portugal
UKR,Europe,2008,SEX_MLE,43.96321993,2025-01-28T14:13:24.673+01:00,Ukraine
CMR,Africa,2000,SEX_FMLE,5.743585086,2025-01-28T14:13:24.673+01:00,Cameroon
SEAR,,2015,SEX_FMLE,9.359681372,2025-01-28T14:13:24.673+01:00,not found
VEN,Americas,2008,SEX_BTSX,6.263596335,2025-01-28T14:13:24.673+01:00,Venezuela
GTM,Americas,2010,SEX_MLE,11.21840305,2025-01-28T14:13:24.673+01:00,Guatemala
PHL,Western Pacific,2019,SEX_MLE,5.217605667,2025-01-28T14:13:24.673+01:00,Philippines
NZL,Western Pacific,2000,SEX_FMLE,4.385432558,2025-01-28T14:13:24.673+01:00,New Zealand
SVN,Europe,2000,SEX_MLE,40.45812211,2025-01-28T14:13:24.673+01:00,Slovenia
NZL,Western Pacific,2009,SEX_MLE,17.0979342,2025-01-28T14:13:24.673+01:00,New Zealand
ARG,Americas,2006,SEX_MLE,14.21654843,2025-01-28T14:13:24.673+01:00,Argentina
FIN,Europe,2014,SEX_BTSX,13.74738065,2025-01-28T14:13:24.673+01:00,Finland
UGA,Africa,2007,SEX_FMLE,4.429799249,2025-01-28T14:13:24.673+01:00,Uganda
EST,Europe,2009,SEX_MLE,32.73623888,2025-01-28T14:13:24.673+01:00,Estonia
TJK,Europe,2008,SEX_BTSX,3.967643162,2025-01-28T14:13:24.673+01:00,Tajikistan
WB_LMI,,2017,SEX_MLE,13.91803091,2025-01-28T14:13:24.673+01:00,not found
ITA,Europe,2021,SEX_FMLE,2.226738859,2025-01-28T14:13:24.673+01:00,Italy
BRN,Western Pacific,2013,SEX_MLE,1.468034231,2025-01-28T14:13:24.673+01:00,Brunei Darussalam
FRA,Europe,2007,SEX_FMLE,7.298855323,2025-01-28T14:13:24.673+01:00,France
BWA,Africa,2000,SEX_BTSX,16.12042168,2025-01-28T14:13:24.673+01:00,Botswana
CAN,Americas,2011,SEX_FMLE,5.587608896,2025-01-28T14:13:24.673+01:00,Canada
CPV,Africa,2007,SEX_BTSX,17.54288347,2025-01-28T14:13:24.673+01:00,Cabo Verde
PRT,Europe,2010,SEX_MLE,14.38822967,2025-01-28T14:13:24.673+01:00,Portugal
NIC,Americas,2007,SEX_MLE,9.988714555,2025-01-28T14:13:24.673+01:00,Nicaragua
DNK,Europe,2001,SEX_BTSX,12.37364766,2025-01-28T14:13:24.673+01:00,Denmark
BDI,Africa,2012,SEX_FMLE,7.195694646,2025-01-28T14:13:24.673+01:00,Burundi
HTI,Americas,2011,SEX_FMLE,6.540675068,2025-01-28T14:13:24.673+01:00,Haiti
MNE,Europe,2001,SEX_BTSX,14.16046659,2025-01-28T14:13:24.673+01:00,Montenegro
SLV,Americas,2019,SEX_MLE,14.07726951,2025-01-28T14:13:24.673+01:00,El Salvador
CAN,Americas,2017,SEX_BTSX,10.32548607,2025-01-28T14:13:24.673+01:00,Canada
FIN,Europe,2017,SEX_MLE,20.50957908,2025-01-28T14:13:24.673+01:00,Finland
AZE,Europe,2010,SEX_MLE,4.470905012,2025-01-28T14:13:24.673+01:00,Azerbaijan
SGP,Western Pacific,2000,SEX_FMLE,7.726744912,2025-01-28T14:13:24.673+01:00,Singapore
WSM,Western Pacific,2008,SEX_FMLE,7.294660138,2025-01-28T14:13:24.673+01:00,Samoa
NIC,Americas,2021,SEX_BTSX,4.194556111,2025-01-28T14:13:24.673+01:00,Nicaragua
BFA,Africa,2009,SEX_BTSX,16.26899142,2025-01-28T14:13:24.673+01:00,Burkina Faso
LAO,Western Pacific,2001,SEX_FMLE,4.060023299,2025-01-28T14:13:24.673+01:00,Laos
NOR,Europe,2000,SEX_MLE,17.9834712,2025-01-28T14:13:24.673+01:00,Norway
QAT,Eastern Mediterranean,2013,SEX_BTSX,6.485767578,2025-01-28T14:13:24.673+01:00,Qatar
TUR,Europe,2000,SEX_FMLE,1.129207123,2025-01-28T14:13:24.673+01:00,Türkiye
GRD,Americas,2006,SEX_MLE,10.94612366,2025-01-28T14:13:24.673+01:00,Grenada
PRI,Americas,2016,SEX_FMLE,1.065184269,2025-01-28T14:13:24.673+01:00,Puerto Rico
MLT,Europe,2015,SEX_BTSX,6.356642492,2025-01-28T14:13:24.673+01:00,Malta
TGO,Africa,2017,SEX_MLE,26.08469631,2025-01-28T14:13:24.673+01:00,Togo
JPN,Western Pacific,2007,SEX_FMLE,10.60208444,2025-01-28T14:13:24.673+01:00,Japan
COM,Africa,2002,SEX_FMLE,7.792626339,2025-01-28T14:13:24.673+01:00,Comoros
KWT,Eastern Mediterranean,2008,SEX_FMLE,0.621621487,2025-01-28T14:13:24.673+01:00,Kuwait
SVN,Europe,2003,SEX_BTSX,23.22802913,2025-01-28T14:13:24.673+01:00,Slovenia
IRN,Eastern Mediterranean,2021,SEX_FMLE,2.426526615,2025-01-28T14:13:24.673+01:00,Iran
ZMB,Africa,2003,SEX_MLE,22.67324897,2025-01-28T14:13:24.673+01:00,Zambia
PNG,Western Pacific,2008,SEX_BTSX,2.084841439,2025-01-28T14:13:24.673+01:00,Papua New Guinea
PER,Americas,2004,SEX_MLE,1.740980887,2025-01-28T14:13:24.673+01:00,Peru
TTO,Americas,2003,SEX_FMLE,4.395600951,2025-01-28T14:13:24.673+01:00,Trinidad and Tobago
MKD,Europe,2020,SEX_MLE,5.706353166,2025-01-28T14:13:24.673+01:00,North Macedonia
TTO,Americas,2018,SEX_FMLE,4.071306492,2025-01-28T14:13:24.673+01:00,Trinidad and Tobago
CIV,Africa,2000,SEX_BTSX,12.06791835,2025-01-28T14:13:24.673+01:00,Cote d'Ivoire
MDG,Africa,2006,SEX_BTSX,11.29316193,2025-01-28T14:13:24.673+01:00,Madagascar
NIC,Americas,2002,SEX_MLE,10.80542316,2025-01-28T14:13:24.673+01:00,Nicaragua
EGY,Eastern Mediterranean,2020,SEX_FMLE,0.439819434,2025-01-28T14:13:24.673+01:00,Egypt
SYC,Africa,2006,SEX_BTSX,7.679962235,2025-01-28T14:13:24.673+01:00,Seychelles
ZWE,Africa,2020,SEX_MLE,36.06002458,2025-01-28T14:13:24.673+01:00,Zimbabwe
EGY,Eastern Mediterranean,2019,SEX_MLE,1.560768697,2025-01-28T14:13:24.673+01:00,Egypt
CHL,Americas,2006,SEX_BTSX,9.713062299,2025-01-28T14:13:24.673+01:00,Chile
BIH,Europe,2014,SEX_FMLE,2.903871646,2025-01-28T14:13:24.673+01:00,Bosnia and Herzegovina
TON,Western Pacific,2021,SEX_BTSX,5.373479039,2025-01-28T14:13:24.673+01:00,Tonga
AUS,Western Pacific,2021,SEX_FMLE,6.078084124,2025-01-28T14:13:24.673+01:00,Australia
GRD,Americas,2021,SEX_MLE,1.731165157,2025-01-28T14:13:24.673+01:00,Grenada
FJI,Western Pacific,2012,SEX_BTSX,10.37472026,2025-01-28T14:13:24.673+01:00,Fiji
BOL,Americas,2013,SEX_MLE,8.070730226,2025-01-28T14:13:24.673+01:00,Bolivia
CYP,Europe,2017,SEX_FMLE,0.95069682,2025-01-28T14:13:24.673+01:00,Cyprus
GNB,Africa,2002,SEX_BTSX,13.65079355,2025-01-28T14:13:24.673+01:00,Guinea-Bissau
GRD,Americas,2005,SEX_MLE,7.678602543,2025-01-28T14:13:24.673+01:00,Grenada
GNB,Africa,2019,SEX_BTSX,12.07904558,2025-01-28T14:13:24.673+01:00,Guinea-Bissau
HRV,Europe,2020,SEX_MLE,17.03097972,2025-01-28T14:13:24.673+01:00,Croatia
YEM,Eastern Mediterranean,2007,SEX_BTSX,6.860843497,2025-01-28T14:13:24.673+01:00,Yemen
KEN,Africa,2008,SEX_FMLE,5.61304423,2025-01-28T14:13:24.673+01:00,Kenya
DZA,Africa,2002,SEX_FMLE,2.497107649,2025-01-28T14:13:24.673+01:00,Algeria
WSM,Western Pacific,2015,SEX_FMLE,8.563511342,2025-01-28T14:13:24.673+01:00,Samoa
AUT,Europe,2012,SEX_MLE,19.1713185,2025-01-28T14:13:24.673+01:00,Austria
CHN,Western Pacific,2018,SEX_MLE,8.789448369,2025-01-28T14:13:24.673+01:00,China
UGA,Africa,2009,SEX_FMLE,4.207356409,2025-01-28T14:13:24.673+01:00,Uganda
CYP,Europe,2021,SEX_MLE,3.695250519,2025-01-28T14:13:24.673+01:00,Cyprus
MDG,Africa,2021,SEX_BTSX,10.04496565,2025-01-28T14:13:24.673+01:00,Madagascar
ARE,Eastern Mediterranean,2002,SEX_MLE,2.597921334,2025-01-28T14:13:24.673+01:00,United Arab Emirates
HRV,Europe,2002,SEX_MLE,23.92041732,2025-01-28T14:13:24.673+01:00,Croatia
CRI,Americas,2012,SEX_MLE,10.44894595,2025-01-28T14:13:24.673+01:00,Costa Rica
MWI,Africa,2021,SEX_BTSX,14.22210323,2025-01-28T14:13:24.673+01:00,Malawi
KEN,Africa,2017,SEX_FMLE,5.576032639,2025-01-28T14:13:24.673+01:00,Kenya
GNQ,Africa,2006,SEX_BTSX,10.25866227,2025-01-28T14:13:24.673+01:00,Equatorial Guinea
PRK,South-East Asia,2017,SEX_MLE,10.7285417,2025-01-28T14:13:24.673+01:00,North Korea
BLR,Europe,2016,SEX_MLE,31.56261498,2025-01-28T14:13:24.673+01:00,Belarus
HTI,Americas,2008,SEX_MLE,13.2940083,2025-01-28T14:13:24.673+01:00,Haiti
SWZ,Africa,2007,SEX_MLE,41.8617271,2025-01-28T14:13:24.673+01:00,Eswatini
ROU,Europe,2001,SEX_FMLE,3.10855165,2025-01-28T14:13:24.673+01:00,Romania
SGP,Western Pacific,2006,SEX_BTSX,9.834239785,2025-01-28T14:13:24.673+01:00,Singapore
MYS,Western Pacific,2001,SEX_FMLE,2.594372211,2025-01-28T14:13:24.673+01:00,Malaysia
IRQ,Eastern Mediterranean,2021,SEX_MLE,6.105761946,2025-01-28T14:13:24.673+01:00,Iraq
GLOBAL,,2012,SEX_MLE,14.4199965,2025-01-28T14:13:24.673+01:00,not found
NOR,Europe,2006,SEX_BTSX,10.76679821,2025-01-28T14:13:24.673+01:00,Norway
MLT,Europe,2010,SEX_MLE,12.20632476,2025-01-28T14:13:24.673+01:00,Malta
IRL,Europe,2021,SEX_MLE,11.25817766,2025-01-28T14:13:24.673+01:00,Ireland
HTI,Americas,2006,SEX_BTSX,9.961172106,2025-01-28T14:13:24.673+01:00,Haiti
DJI,Eastern Mediterranean,2006,SEX_MLE,11.44918104,2025-01-28T14:13:24.673+01:00,Djibouti
GTM,Americas,2020,SEX_MLE,8.978573877,2025-01-28T14:13:24.673+01:00,Guatemala
NGA,Africa,2008,SEX_MLE,15.92476453,2025-01-28T14:13:24.673+01:00,Nigeria
MMR,South-East Asia,2015,SEX_MLE,5.43667458,2025-01-28T14:13:24.673+01:00,Myanmar
GNB,Africa,2007,SEX_FMLE,6.683801161,2025-01-28T14:13:24.673+01:00,Guinea-Bissau
AGO,Africa,2016,SEX_FMLE,4.729941101,2025-01-28T14:13:24.673+01:00,Angola
DOM,Americas,2010,SEX_BTSX,4.741363591,2025-01-28T14:13:24.673+01:00,Dominican Republic
HRV,Europe,2013,SEX_BTSX,12.18386904,2025-01-28T14:13:24.673+01:00,Croatia
MAR,Eastern Mediterranean,2006,SEX_FMLE,4.20318273,2025-01-28T14:13:24.673+01:00,Morocco
MUS,Africa,2012,SEX_MLE,14.23069558,2025-01-28T14:13:24.673+01:00,Mauritius
SYR,Eastern Mediterranean,2015,SEX_FMLE,0.306261347,2025-01-28T14:13:24.673+01:00,Syria
WB_UMI,,2013,SEX_FMLE,4.825008332,2025-01-28T14:13:24.673+01:00,not found
CAF,Africa,2004,SEX_MLE,36.28359597,2025-01-28T14:13:24.673+01:00,Central African Republic
ZMB,Africa,2019,SEX_BTSX,10.97766607,2025-01-28T14:13:24.673+01:00,Zambia
ETH,Africa,2016,SEX_MLE,16.06960708,2025-01-28T14:13:24.673+01:00,Ethiopia
PRY,Americas,2019,SEX_FMLE,4.071031856,2025-01-28T14:13:24.673+01:00,Paraguay
QAT,Eastern Mediterranean,2021,SEX_BTSX,4.209002529,2025-01-28T14:13:24.673+01:00,Qatar
CZE,Europe,2006,SEX_BTSX,11.5656246,2025-01-28T14:13:24.673+01:00,Czechia
LVA,Europe,2020,SEX_BTSX,14.32208931,2025-01-28T14:13:24.673+01:00,Latvia
DZA,Africa,2012,SEX_BTSX,2.370283672,2025-01-28T14:13:24.673+01:00,Algeria
ETH,Africa,2020,SEX_BTSX,10.48787032,2025-01-28T14:13:24.673+01:00,Ethiopia
MMR,South-East Asia,2018,SEX_BTSX,3.117161521,2025-01-28T14:13:24.673+01:00,Myanmar
FJI,Western Pacific,2017,SEX_FMLE,6.284554292,2025-01-28T14:13:24.673+01:00,Fiji
EMR,,2016,SEX_BTSX,4.487347484,2025-01-28T14:13:24.673+01:00,not found
TKM,Europe,2001,SEX_MLE,19.99570082,2025-01-28T14:13:24.673+01:00,Turkmenistan
DNK,Europe,2000,SEX_FMLE,6.352898703,2025-01-28T14:13:24.673+01:00,Denmark
VNM,Western Pacific,2008,SEX_MLE,10.45146152,2025-01-28T14:13:24.673+01:00,Vietnam
FJI,Western Pacific,2015,SEX_MLE,13.60293228,2025-01-28T14:13:24.673+01:00,Fiji
MLT,Europe,2020,SEX_MLE,6.509191296,2025-01-28T14:13:24.673+01:00,Malta
QAT,Eastern Mediterranean,2007,SEX_MLE,11.65047216,2025-01-28T14:13:24.673+01:00,Qatar
CAF,Africa,2004,SEX_FMLE,7.3772248,2025-01-28T14:13:24.673+01:00,Central African Republic
ERI,Africa,2000,SEX_BTSX,24.55834391,2025-01-28T14:13:24.673+01:00,Eritrea
KOR,Western Pacific,2005,SEX_FMLE,15.71632577,2025-01-28T14:13:24.673+01:00,South Korea
HTI,Americas,2016,SEX_BTSX,9.54424895,2025-01-28T14:13:24.673+01:00,Haiti
UZB,Europe,2007,SEX_FMLE,7.899692855,2025-01-28T14:13:24.673+01:00,Uzbekistan
IND,South-East Asia,2020,SEX_FMLE,10.70556374,2025-01-28T14:13:24.673+01:00,India
CIV,Africa,2014,SEX_MLE,24.58895169,2025-01-28T14:13:24.673+01:00,Cote d'Ivoire
GLOBAL,,2014,SEX_FMLE,6.268296902,2025-01-28T14:13:24.673+01:00,not found
SSD,Africa,2002,SEX_FMLE,4.210214083,2025-01-28T14:13:24.673+01:00,South Sudan
CYP,Europe,2019,SEX_FMLE,0.601831381,2025-01-28T14:13:24.673+01:00,Cyprus
TTO,Americas,2017,SEX_FMLE,4.402997282,2025-01-28T14:13:24.673+01:00,Trinidad and Tobago
BLZ,Americas,2012,SEX_BTSX,7.545764678,2025-01-28T14:13:24.673+01:00,Belize
URY,Americas,2015,SEX_FMLE,6.774485982,2025-01-28T14:13:24.673+01:00,Uruguay
SLE,Africa,2019,SEX_BTSX,9.836538661,2025-01-28T14:13:24.673+01:00,Sierra Leone
SVK,Europe,2014,SEX_FMLE,2.773241587,2025-01-28T14:13:24.673+01:00,Slovakia
VCT,Americas,2014,SEX_MLE,2.038958105,2025-01-28T14:13:24.673+01:00,St. Vincent and the Grenadines
DEU,Europe,2005,SEX_FMLE,4.715421011,2025-01-28T14:13:24.673+01:00,Germany
PHL,Western Pacific,2015,SEX_FMLE,1.699816149,2025-01-28T14:13:24.673+01:00,Philippines
HRV,Europe,2019,SEX_BTSX,10.42667171,2025-01-28T14:13:24.673+01:00,Croatia
CUB,Americas,2005,SEX_MLE,16.77003201,2025-01-28T14:13:24.673+01:00,Cuba
MLI,Africa,2017,SEX_MLE,11.58423733,2025-01-28T14:13:24.673+01:00,Mali
GNQ,Africa,2020,SEX_FMLE,5.247758723,2025-01-28T14:13:24.673+01:00,Equatorial Guinea
AFG,Eastern Mediterranean,2014,SEX_BTSX,5.531633945,2025-01-28T14:13:24.673+01:00,Afghanistan
PRY,Americas,2008,SEX_MLE,5.97720396,2025-01-28T14:13:24.673+01:00,Paraguay
JPN,Western Pacific,2012,SEX_FMLE,9.817244662,2025-01-28T14:13:24.673+01:00,Japan
BRB,Americas,2013,SEX_BTSX,3.617825204,2025-01-28T14:13:24.673+01:00,Barbados
UGA,Africa,2003,SEX_FMLE,5.432590977,2025-01-28T14:13:24.673+01:00,Uganda
WB_LI,,2021,SEX_MLE,16.24061297,2025-01-28T14:13:24.673+01:00,not found
PAK,Eastern Mediterranean,2018,SEX_FMLE,3.690750073,2025-01-28T14:13:24.673+01:00,Pakistan
COD,Africa,2000,SEX_MLE,23.56707157,2025-01-28T14:13:24.673+01:00,DR Congo
PRI,Americas,2020,SEX_MLE,7.639385808,2025-01-28T14:13:24.673+01:00,Puerto Rico
TUR,Europe,2002,SEX_FMLE,1.018816315,2025-01-28T14:13:24.673+01:00,Türkiye
CYP,Europe,2008,SEX_MLE,8.098354927,2025-01-28T14:13:24.673+01:00,Cyprus
BEL,Europe,2010,SEX_BTSX,16.55769384,2025-01-28T14:13:24.673+01:00,Belgium
LBN,Eastern Mediterranean,2015,SEX_BTSX,0.814417276,2025-01-28T14:13:24.673+01:00,Lebanon
RWA,Africa,2013,SEX_MLE,21.50069324,2025-01-28T14:13:24.673+01:00,Rwanda
LAO,Western Pacific,2014,SEX_FMLE,3.020831604,2025-01-28T14:13:24.673+01:00,Laos
CIV,Africa,2015,SEX_FMLE,4.227884421,2025-01-28T14:13:24.673+01:00,Cote d'Ivoire
KGZ,Europe,2018,SEX_MLE,15.80538447,2025-01-28T14:13:24.673+01:00,Kyrgyz Republic
SEN,Africa,2007,SEX_BTSX,11.35968846,2025-01-28T14:13:24.673+01:00,Senegal
DEU,Europe,2019,SEX_MLE,12.63899741,2025-01-28T14:13:24.673+01:00,Germany
SYR,Eastern Mediterranean,2017,SEX_MLE,1.176175725,2025-01-28T14:13:24.673+01:00,Syria
EGY,Eastern Mediterranean,2017,SEX_BTSX,1.006477428,2025-01-28T14:13:24.673+01:00,Egypt
DJI,Eastern Mediterranean,2017,SEX_FMLE,8.399076823,2025-01-28T14:13:24.673+01:00,Djibouti
DJI,Eastern Mediterranean,2012,SEX_FMLE,8.054947198,2025-01-28T14:13:24.673+01:00,Djibouti
GTM,Americas,2015,SEX_FMLE,2.955532506,2025-01-28T14:13:24.673+01:00,Guatemala
PHL,Western Pacific,2000,SEX_BTSX,2.44188902,2025-01-28T14:13:24.673+01:00,Philippines
IRQ,Eastern Mediterranean,2010,SEX_BTSX,4.692613615,2025-01-28T14:13:24.673+01:00,Iraq
BTN,South-East Asia,2014,SEX_MLE,7.410817174,2025-01-28T14:13:24.673+01:00,Bhutan
SRB,Europe,2013,SEX_BTSX,12.89155754,2025-01-28T14:13:24.673+01:00,Serbia
BLZ,Americas,2007,SEX_MLE,10.07138741,2025-01-28T14:13:24.673+01:00,Belize
SLV,Americas,2011,SEX_BTSX,9.308477737,2025-01-28T14:13:24.673+01:00,El Salvador
TUR,Europe,2002,SEX_BTSX,2.661798112,2025-01-28T14:13:24.673+01:00,Türkiye
NER,Africa,2021,SEX_FMLE,5.832584664,2025-01-28T14:13:24.673+01:00,Niger
NLD,Europe,2020,SEX_FMLE,5.872335987,2025-01-28T14:13:24.673+01:00,Netherlands
ALB,Europe,2000,SEX_FMLE,3.413412715,2025-01-28T14:13:24.673+01:00,Albania
TON,Western Pacific,2006,SEX_BTSX,5.506162983,2025-01-28T14:13:24.673+01:00,Tonga
ALB,Europe,2008,SEX_FMLE,5.461768188,2025-01-28T14:13:24.673+01:00,Albania
DNK,Europe,2008,SEX_BTSX,9.995947086,2025-01-28T14:13:24.673+01:00,Denmark
BEL,Europe,2007,SEX_MLE,22.18821022,2025-01-28T14:13:24.673+01:00,Belgium
BFA,Africa,2000,SEX_BTSX,17.14606578,2025-01-28T14:13:24.673+01:00,Burkina Faso
IRQ,Eastern Mediterranean,2017,SEX_FMLE,2.117988786,2025-01-28T14:13:24.673+01:00,Iraq
NOR,Europe,2006,SEX_MLE,15.56423331,2025-01-28T14:13:24.673+01:00,Norway
WSM,Western Pacific,2016,SEX_FMLE,8.732162736,2025-01-28T14:13:24.673+01:00,Samoa
PER,Americas,2013,SEX_FMLE,0.757414958,2025-01-28T14:13:24.673+01:00,Peru
MDV,South-East Asia,2017,SEX_MLE,3.748309229,2025-01-28T14:13:24.673+01:00,Maldives
TLS,South-East Asia,2017,SEX_FMLE,2.574456891,2025-01-28T14:13:24.673+01:00,Timor-Leste
KAZ,Europe,2000,SEX_FMLE,10.35205441,2025-01-28T14:13:24.673+01:00,Kazakhstan
NPL,South-East Asia,2003,SEX_BTSX,11.70356482,2025-01-28T14:13:24.673+01:00,Nepal
